user_id,gender,age,married,has_children,home_airport,session_duration_mins,page_clicks,flight_booked,hotel_booked,flight_discount,flight_discount_amount,hotel_discount,hotel_discount_amount,cancellation,seats,checked_bags,base_fare_usd,nights,rooms,hotel_per_room_usd,flight_distance_km,trip_id,session_id,discounted_flight_proportion,discounted_hotel_proportion,checked_bags_proportion,bargain_hunter_index,hotel_booked_proportion,flight_booked_proportion,cancellation_rate,booking_rate,avg_flight_distance
229009,F,18.0,0,0,SCK,14.38,116,2,2,0,0.0,0,0.0,0,2.0,1.0,176.94,3.0,2.0,49.83,983.22,3,6,0.0,0.0,0.5,0.0,0.67,0.67,0.0,0.5,491.61
229108,F,26.0,0,0,BTV,14.96,121,1,0,2,0.06,2,0.03,0,1.0,0.0,62.66,0.0,0.0,0.0,381.34,2,7,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.29,381.34
229330,F,47.0,1,0,COS,15.96,129,4,4,0,0.0,1,0.01,0,7.0,1.0,193.51,7.0,7.0,104.62,600.56,5,8,0.0,0.25,0.25,0.12,0.8,0.8,0.0,0.62,150.14
232647,F,18.0,0,0,BHM,12.52,100,1,1,1,0.01,0,0.0,0,1.0,1.0,29.64,11.0,1.0,26.62,173.95,3,8,1.0,0.0,1.0,0.5,0.33,0.33,0.0,0.38,173.95
249521,F,60.0,1,1,YOW,18.75,151,1,2,1,0.02,3,0.05,0,1.0,1.0,80.25,3.0,2.0,35.38,443.98,3,8,1.0,1.5,1.0,1.25,0.67,0.33,0.0,0.38,443.98
252835,F,38.0,0,1,ORD,14.43,117,5,4,1,0.04,1,0.01,0,5.0,3.0,209.57,11.0,4.0,66.38,1167.36,6,8,0.2,0.25,0.6,0.22,0.67,0.83,0.0,0.75,233.47
258451,F,23.0,0,0,OPF,14.24,45,1,1,2,0.02,1,0.0,1,0.0,0.0,0.0,13.0,1.0,25.43,0.0,2,7,2.0,1.0,0.0,1.5,0.5,0.5,0.5,0.29,0.0
264470,F,45.0,0,1,BFL,14.8,118,2,2,1,0.01,1,0.01,0,2.0,1.0,109.13,9.0,2.0,50.0,576.29,3,8,0.5,0.5,0.5,0.5,0.67,0.67,0.0,0.38,288.14
276512,F,42.0,1,1,AUS,12.2,98,1,1,2,0.03,2,0.03,0,1.0,1.0,49.46,1.0,1.0,12.5,287.39,2,8,2.0,2.0,1.0,2.0,0.5,0.5,0.0,0.25,287.39
281952,F,37.0,0,0,LOU,19.51,158,2,2,0,0.0,1,0.02,0,2.0,3.0,85.59,2.0,2.0,32.88,461.25,3,8,0.0,0.5,1.5,0.25,0.67,0.67,0.0,0.38,230.63
283325,F,51.0,1,0,DAL,14.08,114,1,2,2,0.02,1,0.01,0,1.0,0.0,56.66,6.0,3.0,90.12,331.3,3,8,2.0,0.5,0.0,1.25,0.67,0.33,0.0,0.38,331.3
290123,F,41.0,1,0,HOU,17.96,146,5,4,0,0.0,0,0.0,0,6.0,2.0,276.78,8.0,5.0,161.57,1519.72,6,7,0.0,0.0,0.4,0.0,0.67,0.83,0.0,0.86,303.94
297546,F,51.0,1,0,JFK,25.72,207,4,5,0,0.0,1,0.01,0,6.0,3.0,207.59,26.0,7.0,66.25,892.37,6,8,0.0,0.2,0.75,0.1,0.83,0.67,0.0,0.75,223.09
298253,F,47.0,1,1,LAX,12.24,98,1,0,2,0.06,1,0.02,0,1.0,2.0,89.05,0.0,0.0,0.0,496.78,2,8,2.0,0.0,2.0,0.0,0.0,0.5,0.0,0.25,496.78
299476,F,39.0,1,0,ATL,23.13,187,1,1,2,0.04,2,0.03,0,1.0,0.0,21.38,1.0,1.0,7.89,123.32,2,9,2.0,2.0,0.0,2.0,0.5,0.5,0.0,0.22,123.32
306165,F,21.0,0,0,CLE,11.01,89,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
306819,F,60.0,1,1,JFK,8.16,65,1,1,1,0.01,1,0.01,0,1.0,1.0,8.36,1.0,1.0,61.67,49.23,2,6,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.33,49.23
312488,M,31.0,1,0,JFK,9.47,76,1,1,1,0.03,1,0.02,0,1.0,1.0,50.89,1.0,1.0,37.38,283.18,2,8,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.25,283.18
313724,F,52.0,0,0,TUL,14.41,117,3,4,0,0.0,0,0.0,0,4.0,2.0,192.81,15.0,6.0,120.5,833.63,5,6,0.0,0.0,0.67,0.0,0.8,0.6,0.0,0.83,277.88
316527,F,42.0,1,1,YWG,17.33,139,4,4,1,0.02,1,0.01,0,5.0,1.0,217.49,12.0,5.0,161.38,1007.4,5,8,0.25,0.25,0.25,0.25,0.8,0.8,0.0,0.62,251.85
317688,F,41.0,0,1,IND,16.54,133,4,4,2,0.06,1,0.01,0,4.0,2.0,154.84,6.0,4.0,84.12,804.2,5,8,0.5,0.25,0.5,0.38,0.8,0.8,0.0,0.62,201.05
322867,F,46.0,0,0,BFM,10.25,82,1,1,2,0.03,2,0.02,0,1.0,1.0,21.63,7.0,1.0,23.62,115.22,2,8,2.0,2.0,1.0,2.0,0.5,0.5,0.0,0.25,115.22
324191,F,40.0,0,0,SAN,10.68,86,2,2,2,0.02,1,0.02,0,3.0,1.0,12.47,9.0,3.0,68.38,43.94,3,8,1.0,0.5,0.5,0.75,0.67,0.67,0.0,0.38,21.97
328590,F,56.0,0,0,NZY,21.16,170,2,1,1,0.02,1,0.02,0,2.0,0.0,221.54,4.0,1.0,25.83,1184.84,3,6,0.5,1.0,0.0,0.75,0.33,0.67,0.0,0.5,592.42
330764,F,39.0,0,0,DET,21.48,175,1,2,0,0.0,1,0.01,0,3.0,1.0,53.65,9.0,2.0,37.0,95.92,4,7,0.0,0.5,1.0,0.25,0.5,0.25,0.0,0.57,95.92
330893,F,43.0,1,1,OKC,16.54,133,3,3,0,0.0,1,0.01,0,3.0,2.0,107.7,6.0,3.0,51.75,593.55,4,8,0.0,0.33,0.67,0.17,0.75,0.75,0.0,0.5,197.85
331039,F,45.0,1,1,YXU,14.1,114,0,0,1,0.02,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
334787,F,53.0,0,0,MSP,14.78,119,3,3,2,0.01,0,0.0,0,3.0,2.0,94.77,6.0,3.0,63.38,523.05,4,8,0.67,0.0,0.67,0.33,0.75,0.75,0.0,0.5,174.35
337227,F,35.0,1,0,SNA,10.26,83,0,0,0,0.0,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
338086,F,40.0,0,1,IAD,17.13,137,2,2,1,0.04,1,0.02,0,2.0,1.0,122.71,3.0,2.0,15.75,686.42,3,8,0.5,0.5,0.5,0.5,0.67,0.67,0.0,0.38,343.21
340166,M,51.0,1,1,SFO,10.9,88,0,1,1,0.01,1,0.01,0,0.0,0.0,0.0,2.0,1.0,29.62,0.0,2,8,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
343928,F,65.0,1,0,BIF,12.72,103,1,1,1,0.06,1,0.01,0,1.0,0.0,63.03,3.0,1.0,16.57,309.62,2,7,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.29,309.62
347778,F,50.0,0,0,LSV,13.71,111,4,3,2,0.04,0,0.0,0,4.0,4.0,187.44,6.0,3.0,80.12,1105.83,5,8,0.5,0.0,1.0,0.25,0.6,0.8,0.0,0.62,276.46
348817,F,29.0,0,0,YYC,15.48,125,3,4,1,0.01,0,0.0,0,3.0,2.0,171.83,9.0,4.0,129.5,994.3,5,8,0.33,0.0,0.67,0.17,0.8,0.6,0.0,0.62,331.43
348863,F,67.0,1,0,SKF,9.95,81,0,0,0,0.0,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
349132,F,49.0,0,0,CVG,16.55,133,2,3,0,0.0,1,0.01,0,4.0,1.0,80.12,14.0,5.0,64.56,235.04,4,9,0.0,0.33,0.5,0.17,0.75,0.5,0.0,0.44,117.52
350648,F,18.0,0,0,LNK,13.28,107,0,0,2,0.06,1,0.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
353271,F,26.0,0,1,MKE,10.52,84,1,1,1,0.02,1,0.02,0,2.0,0.0,51.05,1.0,2.0,17.0,149.57,2,8,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.25,149.57
353694,F,40.0,0,1,LGA,12.34,100,2,2,3,0.03,0,0.0,0,3.0,1.0,57.67,9.0,3.0,31.0,338.87,3,8,1.5,0.0,0.5,0.75,0.67,0.67,0.0,0.38,169.44
354050,F,50.0,0,0,DET,21.21,172,5,5,1,0.01,1,0.01,0,6.0,1.0,244.74,12.0,6.0,131.5,1343.85,6,8,0.2,0.2,0.2,0.2,0.83,0.83,0.0,0.75,268.77
354260,F,49.0,0,0,PVD,14.38,116,2,1,2,0.04,0,0.0,0,2.0,2.0,145.63,2.0,1.0,32.5,832.33,3,8,1.0,0.0,1.0,0.5,0.33,0.67,0.0,0.38,416.17
354311,F,46.0,1,0,DMA,12.26,98,2,1,1,0.01,0,0.0,0,2.0,1.0,134.11,3.0,1.0,12.12,765.45,3,8,0.5,0.0,0.5,0.25,0.33,0.67,0.0,0.38,382.73
354950,M,53.0,1,0,AMA,12.55,100,1,1,0,0.0,1,0.01,0,1.0,1.0,57.57,6.0,1.0,15.88,307.88,2,8,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.25,307.88
356046,F,34.0,0,0,YOW,12.53,101,2,2,1,0.02,1,0.01,0,3.0,0.0,97.98,4.0,3.0,24.38,474.25,3,8,0.5,0.5,0.0,0.5,0.67,0.67,0.0,0.38,237.12
357737,F,41.0,1,1,SAN,11.13,91,3,4,0,0.0,3,0.04,0,3.0,0.0,326.62,12.0,4.0,87.83,1835.03,5,6,0.0,0.75,0.0,0.38,0.8,0.6,0.0,0.83,611.68
359072,F,51.0,1,1,YUL,26.48,214,3,3,2,0.06,0,0.0,0,3.0,1.0,65.97,6.0,3.0,58.71,366.3,4,7,0.67,0.0,0.33,0.33,0.75,0.75,0.0,0.57,122.1
359080,F,42.0,1,0,JFK,13.07,104,3,2,1,0.01,1,0.03,0,3.0,3.0,197.46,4.0,2.0,96.71,1067.05,4,7,0.33,0.5,1.0,0.42,0.5,0.75,0.0,0.57,355.68
359653,M,55.0,0,0,YYJ,15.73,127,2,2,1,0.03,2,0.02,0,2.0,2.0,98.04,3.0,2.0,53.75,559.65,3,8,0.5,1.0,1.0,0.75,0.67,0.67,0.0,0.38,279.82
361459,F,41.0,1,1,EFD,7.47,59,1,1,0,0.0,2,0.03,0,1.0,1.0,49.24,1.0,1.0,20.62,286.2,2,8,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.25,286.2
361759,F,53.0,1,0,YWG,17.09,139,4,3,3,0.05,2,0.02,0,4.0,2.0,184.51,4.0,3.0,26.56,1005.1,5,9,0.75,0.67,0.5,0.71,0.6,0.8,0.0,0.56,251.28
363535,F,31.0,0,0,CLT,18.97,154,3,3,3,0.08,0,0.0,0,4.0,2.0,147.49,9.0,4.0,66.71,811.0,4,7,1.0,0.0,0.67,0.5,0.75,0.75,0.0,0.57,270.33
365825,F,45.0,0,0,LAX,19.03,155,1,2,1,0.01,0,0.0,0,1.0,1.0,9.23,14.0,3.0,45.43,54.29,3,7,1.0,0.0,1.0,0.5,0.67,0.33,0.0,0.43,54.29
371201,M,28.0,0,1,JFK,12.95,105,1,0,1,0.05,1,0.01,0,1.0,3.0,24.93,0.0,0.0,0.0,133.41,2,8,1.0,0.0,3.0,0.0,0.0,0.5,0.0,0.25,133.41
372970,F,34.0,0,0,CLT,12.62,100,2,2,2,0.03,2,0.04,0,2.0,1.0,161.66,2.0,2.0,51.0,926.76,3,8,1.0,1.0,0.5,1.0,0.67,0.67,0.0,0.38,463.38
373489,F,37.0,1,1,ICT,10.99,90,0,0,2,0.05,4,0.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
374331,M,42.0,0,0,MKE,17.5,138,1,1,3,0.06,1,0.03,0,1.0,1.0,33.75,12.0,2.0,40.0,195.56,3,7,3.0,1.0,1.0,2.0,0.33,0.33,0.0,0.43,195.56
374340,F,35.0,1,0,LGA,7.73,62,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
374341,F,26.0,0,0,YIP,13.09,105,0,3,1,0.01,0,0.0,0,0.0,0.0,0.0,22.0,6.0,57.12,0.0,4,8,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0
375160,F,20.0,0,0,EFD,5.06,41,0,0,1,0.01,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
375729,F,53.0,0,0,ATL,17.48,142,3,3,3,0.04,2,0.02,0,3.0,1.0,129.02,6.0,3.0,101.75,695.66,4,8,1.0,0.67,0.33,0.83,0.75,0.75,0.0,0.5,231.89
375751,F,50.0,1,0,CLE,23.57,192,3,2,0,0.0,1,0.01,0,3.0,1.0,88.44,6.0,2.0,41.62,513.08,4,8,0.0,0.5,0.33,0.25,0.5,0.75,0.0,0.5,171.02
376159,F,42.0,0,0,LGB,12.74,102,1,2,0,0.0,0,0.0,0,1.0,1.0,45.9,6.0,2.0,31.88,277.46,3,8,0.0,0.0,1.0,0.0,0.67,0.33,0.0,0.38,277.46
377069,F,68.0,1,0,LGA,5.64,45,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
377411,F,38.0,1,0,YMX,11.94,95,1,1,3,0.05,1,0.02,0,1.0,0.0,13.3,2.0,1.0,12.0,80.12,2,7,3.0,1.0,0.0,2.0,0.5,0.5,0.0,0.29,80.12
378565,F,40.0,1,1,BNA,16.95,136,2,5,4,0.04,0,0.0,0,2.0,1.0,88.7,44.0,6.0,90.38,515.32,6,8,2.0,0.0,0.5,1.0,0.83,0.33,0.0,0.75,257.66
379543,F,56.0,1,0,SJC,12.74,104,3,3,1,0.01,1,0.02,0,3.0,1.0,144.39,6.0,3.0,86.88,850.69,4,8,0.33,0.33,0.33,0.33,0.75,0.75,0.0,0.5,283.56
380434,F,50.0,1,1,TIK,13.92,114,3,3,2,0.03,1,0.01,0,3.0,1.0,133.84,7.0,3.0,99.38,694.41,4,8,0.67,0.33,0.33,0.5,0.75,0.75,0.0,0.5,231.47
380436,F,44.0,0,0,LGA,13.26,107,1,1,0,0.0,2,0.04,0,1.0,1.0,14.16,4.0,1.0,20.62,70.9,2,8,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.25,70.9
380757,F,46.0,0,1,LAX,15.23,122,3,3,1,0.01,2,0.01,0,3.0,1.0,61.95,14.0,3.0,63.62,591.77,4,8,0.33,0.67,0.33,0.5,0.75,0.75,0.0,0.5,197.26
380874,F,54.0,1,0,LOU,14.54,117,3,3,0,0.0,3,0.07,0,3.0,2.0,105.03,5.0,3.0,66.88,533.59,4,8,0.0,1.0,0.67,0.5,0.75,0.75,0.0,0.5,177.86
380949,F,46.0,0,0,SAT,14.74,118,4,3,0,0.0,0,0.0,0,4.0,1.0,252.85,7.0,3.0,113.0,1309.52,5,6,0.0,0.0,0.25,0.0,0.6,0.8,0.0,0.83,327.38
381259,F,21.0,0,1,SAN,12.13,97,1,1,0,0.0,1,0.01,0,1.0,1.0,89.94,1.0,1.0,8.5,456.85,2,8,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.25,456.85
381465,F,34.0,0,0,SAT,27.08,217,2,4,2,0.02,0,0.0,0,2.0,0.0,50.27,34.0,4.0,80.43,284.1,5,7,1.0,0.0,0.0,0.5,0.8,0.4,0.0,0.71,142.05
382181,F,36.0,1,0,YHZ,13.09,106,3,2,2,0.04,0,0.0,0,3.0,2.0,134.13,5.0,2.0,52.0,736.18,4,8,0.67,0.0,0.67,0.33,0.5,0.75,0.0,0.5,245.4
382384,F,57.0,1,0,PIE,9.34,75,1,1,0,0.0,0,0.0,0,1.0,1.0,28.58,1.0,1.0,19.5,153.71,2,8,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.25,153.71
382533,F,18.0,0,0,LGB,8.7,70,0,0,1,0.02,1,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
385689,F,49.0,0,1,BNA,11.45,92,3,4,2,0.04,0,0.0,0,4.0,1.0,161.79,16.0,5.0,93.5,712.64,5,8,0.67,0.0,0.33,0.33,0.8,0.6,0.0,0.62,237.55
386255,F,32.0,0,1,BFM,7.95,64,0,1,2,0.02,1,0.01,0,0.0,0.0,0.0,4.0,2.0,33.5,0.0,2,8,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
386469,F,17.0,0,0,SCK,11.86,95,0,0,1,0.03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
386914,F,46.0,1,1,YHM,9.97,80,1,1,1,0.02,2,0.03,0,1.0,1.0,22.45,2.0,1.0,53.5,109.85,2,6,1.0,2.0,1.0,1.5,0.5,0.5,0.0,0.33,109.85
387282,F,30.0,0,1,AMA,10.68,87,0,1,2,0.04,1,0.01,0,0.0,0.0,0.0,4.0,3.0,41.25,0.0,2,8,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
387783,M,54.0,1,1,OAK,10.65,87,1,3,1,0.06,1,0.01,0,1.0,0.0,53.91,15.0,4.0,70.75,294.72,4,8,1.0,0.33,0.0,0.67,0.75,0.25,0.0,0.5,294.72
388328,F,50.0,1,1,YYZ,16.56,135,3,5,3,0.03,2,0.03,0,3.0,3.0,137.86,23.0,5.0,92.0,823.06,6,9,1.0,0.4,1.0,0.7,0.83,0.5,0.0,0.67,274.35
388767,F,44.0,1,1,TLH,12.95,104,1,1,0,0.0,0,0.0,0,1.0,1.0,46.54,10.0,1.0,23.62,262.46,2,8,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.25,262.46
388947,M,40.0,0,0,LGA,13.9,112,3,2,3,0.07,1,0.01,0,3.0,2.0,144.9,4.0,2.0,38.0,780.78,4,9,1.0,0.5,0.67,0.75,0.5,0.75,0.0,0.44,260.26
389434,F,42.0,0,0,LGA,12.43,99,4,4,3,0.06,0,0.0,0,4.0,1.0,308.61,7.0,4.0,113.0,1660.88,5,6,0.75,0.0,0.25,0.38,0.8,0.8,0.0,0.83,415.22
389662,F,39.0,0,0,FAT,18.11,146,2,3,3,0.06,0,0.0,0,2.0,2.0,82.52,4.0,3.0,64.88,473.04,4,8,1.5,0.0,1.0,0.75,0.75,0.5,0.0,0.5,236.52
389759,F,33.0,0,1,ANC,16.72,136,2,2,3,0.07,0,0.0,0,2.0,1.0,264.83,2.0,2.0,53.14,1620.16,3,7,1.5,0.0,0.5,0.75,0.67,0.67,0.0,0.43,810.08
390811,F,41.0,0,0,LAX,16.31,132,3,3,1,0.01,0,0.0,0,3.0,2.0,137.38,11.0,3.0,50.25,781.28,4,8,0.33,0.0,0.67,0.17,0.75,0.75,0.0,0.5,260.43
392453,F,58.0,0,0,ELP,9.66,78,1,1,2,0.02,2,0.02,0,1.0,1.0,49.25,11.0,1.0,13.25,298.46,2,8,2.0,2.0,1.0,2.0,0.5,0.5,0.0,0.25,298.46
395202,F,26.0,0,0,SJC,8.83,71,0,1,1,0.02,0,0.0,0,0.0,0.0,0.0,13.0,1.0,28.5,0.0,2,8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
395981,F,52.0,1,0,YVR,9.59,76,2,2,0,0.0,0,0.0,0,2.0,2.0,118.54,2.0,2.0,96.14,707.76,3,7,0.0,0.0,1.0,0.0,0.67,0.67,0.0,0.43,353.88
396552,F,45.0,1,0,YXU,13.52,109,4,4,0,0.0,1,0.01,0,4.0,2.0,103.11,4.0,4.0,87.38,810.72,5,8,0.0,0.25,0.5,0.12,0.8,0.8,0.0,0.62,202.68
399137,F,54.0,1,0,DAL,19.1,155,2,4,3,0.06,0,0.0,0,2.0,2.0,103.93,15.0,6.0,98.0,537.83,5,8,1.5,0.0,1.0,0.75,0.8,0.4,0.0,0.62,268.92
399218,F,44.0,1,1,FTW,15.14,121,2,1,1,0.02,0,0.0,0,2.0,1.0,60.99,2.0,1.0,15.38,330.21,3,8,0.5,0.0,0.5,0.25,0.33,0.67,0.0,0.38,165.1
399799,F,55.0,1,0,YTZ,15.57,126,4,4,0,0.0,1,0.01,0,4.0,2.0,170.15,9.0,4.0,45.62,1048.97,5,8,0.0,0.25,0.5,0.12,0.8,0.8,0.0,0.62,262.24
400275,F,56.0,1,1,LUF,12.29,99,2,1,3,0.05,0,0.0,0,2.0,1.0,134.13,4.0,1.0,32.88,762.56,3,8,1.5,0.0,0.5,0.75,0.33,0.67,0.0,0.38,381.28
400582,F,32.0,1,0,ORD,15.5,125,3,4,1,0.01,1,0.02,0,3.0,0.0,80.86,9.0,4.0,135.25,455.4,5,8,0.33,0.25,0.0,0.29,0.8,0.6,0.0,0.62,151.8
400899,F,45.0,1,0,YQB,31.4,255,3,3,0,0.0,0,0.0,0,4.0,2.0,136.5,10.0,4.0,73.75,679.91,4,8,0.0,0.0,0.67,0.0,0.75,0.75,0.0,0.5,226.64
401245,F,28.0,0,0,OFF,14.91,120,3,2,3,0.06,1,0.02,0,3.0,0.0,118.98,6.0,2.0,31.75,695.86,4,8,1.0,0.5,0.0,0.75,0.5,0.75,0.0,0.5,231.96
402332,F,32.0,0,0,MCC,16.94,137,2,2,2,0.02,2,0.01,0,3.0,0.0,107.61,2.0,3.0,34.75,513.91,3,8,1.0,1.0,0.0,1.0,0.67,0.67,0.0,0.38,256.96
402978,F,52.0,1,0,MKE,14.26,115,4,4,1,0.02,0,0.0,0,4.0,3.0,176.63,12.0,4.0,67.88,997.24,5,8,0.25,0.0,0.75,0.12,0.8,0.8,0.0,0.62,249.31
403881,F,44.0,0,0,NZY,13.98,114,3,3,2,0.08,0,0.0,0,4.0,3.0,206.4,10.0,4.0,61.29,1127.99,4,7,0.67,0.0,1.0,0.33,0.75,0.75,0.0,0.57,376.0
404879,F,39.0,1,0,EWR,15.73,127,4,3,0,0.0,0,0.0,0,5.0,2.0,130.86,10.0,4.0,92.38,655.53,5,8,0.0,0.0,0.5,0.0,0.6,0.8,0.0,0.62,163.88
405305,F,45.0,1,1,SFO,17.2,139,3,3,2,0.02,1,0.02,0,4.0,2.0,179.51,4.0,4.0,86.67,957.4,4,9,0.67,0.33,0.67,0.5,0.75,0.75,0.0,0.44,319.13
406210,F,21.0,0,1,ANC,11.53,93,2,2,2,0.05,0,0.0,0,2.0,1.0,148.85,14.0,2.0,41.75,1196.23,3,8,1.0,0.0,0.5,0.5,0.67,0.67,0.0,0.38,598.11
